channel,latitude,longitude
266,46.956362000000006,7.4239469999999965
267,46.95637848278162,7.423960517125157
268,46.956394965561614,7.423974034258616
269,46.95641144833996,7.423987551400386
270,46.95642793111665,7.424001068550452
271,46.95644441389172,7.424014585708811
272,46.95646089666512,7.424028102875481
273,46.9564773794369,7.424041620050451
274,46.95649386220701,7.424055137233722
275,46.9565103449755,7.4240686544252865
276,46.956526827742344,7.424082171625162
277,46.956543310507534,7.424095688833337
278,46.95655979327109,7.424109206049814
279,46.95657627603298,7.42412272327459
280,46.956592758793256,7.424136240507668
281,46.956609241551874,7.424149757749045
282,46.95662572430885,7.424163274998727
283,46.95664220706419,7.424176792256712
284,46.95665868981788,7.424190309522992
285,46.956675172569916,7.424203826797575
286,46.95669165532033,7.4242173440804615
287,46.95670813806909,7.424230861371648
288,46.9567246208162,7.424244378671137
289,46.95674110356168,7.424257895978928
290,46.956757586305514,7.424271413295021
291,46.956774069047704,7.424284930619416
292,46.95679055178823,7.42429844795211
293,46.956807034527145,7.424311965293106
294,46.9568235172644,7.424325482642405
295,46.956840000000014,7.424338999999995
296,46.95685325536818,7.4243545104621065
297,46.95686651073424,7.424370020931871
298,46.95687976609816,7.4243855314093015
299,46.95689302145995,7.424401041894395
300,46.9569062768196,7.424416552387142
301,46.956919532177125,7.424432062887546
302,46.956932787532516,7.424447573395616
303,46.95694604288578,7.42446308391135
304,46.95695929823691,7.424478594434737
305,46.9569725535859,7.424494104965787
306,46.95698580893277,7.424509615504497
307,46.956999064277504,7.42452512605087
308,46.9570123196201,7.4245406366049025
309,46.95702557496057,7.4245561471665935
310,46.957038830298906,7.424571657735949
311,46.95705208563512,7.424587168312956
312,46.957065340969194,7.424602678897634
313,46.95707859630112,7.424618189489971
314,46.957091851630935,7.4246337000899665
315,46.95710510695862,7.42464921069762
316,46.957118362284156,7.424664721312932
317,46.95713161760757,7.424680231935908
318,46.95714487292885,7.424695742566549
319,46.957158128248004,7.424711253204843
320,46.95717138356502,7.424726763850807
321,46.9571846388799,7.424742274504424
322,46.95719789419265,7.424757785165698
323,46.95721114950328,7.424773295834644
324,46.95722440481177,7.424788806511242
325,46.957237660118125,7.4248043171955045
326,46.95725091542235,7.424819827887426
327,46.95726417072445,7.424835338587011
328,46.957277426024405,7.424850849294248
329,46.95729068132223,7.42486636000915
330,46.95730393661794,7.424881870731718
331,46.95731719191149,7.424897381461943
332,46.95733044720293,7.424912892199821
333,46.95734370249223,7.424928402945369
334,46.9573569577794,7.424943913698575
335,46.957370213064436,7.42495942445944
336,46.957383468347345,7.42497493522797
337,46.95739672362812,7.424990446004158
338,46.95740997890675,7.425005956788005
339,46.95742323418327,7.4250214675795165
340,46.95743648945765,7.425036978378686
341,46.957449744729885,7.425052489185514
342,46.957463,7.425068000000013
343,46.957455857147025,7.425080571438603
344,46.95744871429266,7.425093142873878
345,46.95744157143691,7.425105714305773
346,46.95743442857976,7.42511828573434
347,46.957427285721224,7.425130857159577
348,46.95742014286131,7.425143428581462
349,46.95741299999999,7.425156000000017
651,46.957412999999995,7.425156
652,46.95743800000852,7.4251120000204835
653,46.957463,7.425067999999989
653,46.957463,7.425068
654,46.957449456571815,7.425052151993983
655,46.9574359131414,7.425036303995968
656,46.95742236970877,7.425020456005929
657,46.95740882627391,7.425004608023891
658,46.95739528283683,7.424988760049854
659,46.95738173939751,7.424972912083819
660,46.957368195955986,7.424957064125785
661,46.957354652512215,7.424941216175726
662,46.95734110906623,7.424925368233669
663,46.957327565618016,7.4249095202996385
664,46.95731402216757,7.424893672373584
665,46.9573004787149,7.424877824455531
666,46.95728693526002,7.424861976545453
667,46.95727339180291,7.424846128643403
668,46.95725984834356,7.424830280749354
669,46.95724630488199,7.42481443286328
670,46.9572327614182,7.424798584985208
671,46.95721921795217,7.4247827371151365
672,46.95720567448393,7.4247668892530925
673,46.957192131013464,7.4247510413989986
674,46.95717858754076,7.424735193552905
675,46.95716504406584,7.4247193457148395
676,46.95715150058869,7.4247034978847495
677,46.95713795710932,7.424687650062686
678,46.95712441362772,7.424671802248573
679,46.957110870143886,7.424655954442487
680,46.95709732665784,7.424640106644376
681,46.957083783169566,7.4246242588542675
682,46.95707023967906,7.424608411072185
683,46.95705669618634,7.424592563298078
684,46.95704315269139,7.424576715531973
685,46.9570296091942,7.4245608677738435
686,46.957016065694795,7.424545020023741
687,46.95700252219317,7.424529172281639
688,46.95698897868931,7.4245133245475134
689,46.956975435183224,7.424497476821389
690,46.956961891674915,7.424481629103266
691,46.95694834816438,7.424465781393119
692,46.95693480465163,7.424449933690998
693,46.95692126113665,7.424434085996879
694,46.95690771761943,7.424418238310736
695,46.9568941741,7.4244023906325936
696,46.95688063057834,7.424386542962452
697,46.95686708705445,7.424370695300313
698,46.95685354352834,7.424354847646175
699,46.95684,7.424339000000012
727,46.95644000000001,7.424265
728,46.95643301286887,7.424289848353545
729,46.956426025732334,7.424314696700633
730,46.9564190385904,7.424339545041241
731,46.956412051443074,7.424364393375381
732,46.95640506429033,7.424389241703065
733,46.95639807713219,7.424414090024269
734,46.956391089968655,7.424438938339005
735,46.95638410279972,7.4244637866472845
736,46.956377115625365,7.424488634949071
737,46.95637012844563,7.424513483244403
738,46.95636314126048,7.424538331533266
739,46.956356154069944,7.4245631798156735
740,46.95634916687399,7.424588028091588
741,46.95634217967264,7.424612876361059
742,46.95633519246589,7.424637724624037
743,46.95632820525375,7.424662572880572
744,46.956321218036194,7.424687421130601
745,46.95631423081325,7.4247122693742
746,46.956307243584895,7.424737117611305
747,46.95630025635115,7.42476196584193
748,46.95629326911199,7.4247868140661115
749,46.956286281867435,7.4248116622838385
750,46.956279294617474,7.424836510495059
751,46.95627230736212,7.424861358699836
752,46.95626532010136,7.42488620689812
753,46.956258332835205,7.424911055089962
754,46.956251345563636,7.424935903275322
755,46.956244358286675,7.424960751454215
756,46.95623737100432,7.4249855996266385
757,46.95623038371656,7.425010447792608
758,46.95622339642339,7.425035295952083
759,46.95621640912483,7.425060144105103
760,46.956209421820866,7.425084992251655
761,46.95620243451149,7.4251098403917135
762,46.95619544719673,7.4251346885253415
763,46.95618845987656,7.425159536652476
764,46.95618147255099,7.425184384773155
765,46.95617448522002,7.425209232887341
766,46.95616749788364,7.425234080995097
767,46.95616051054187,7.425258929096347
768,46.9561535231947,7.4252837771911535
769,46.95614653584212,7.425308625279492
770,46.956139548484146,7.425333473361338
771,46.95613256112077,7.425358321436728
772,46.956125573752,7.425383169505662
773,46.95611858637781,7.425408017568103
774,46.956111598998234,7.425432865624089
775,46.956104611613256,7.425457713673606
776,46.95609762422288,7.425482561716643
777,46.95609063682709,7.425507409753224
778,46.956083649425906,7.42553225778335
779,46.95607666201933,7.425557105806969
780,46.956069674607335,7.425581953824146
781,46.95606268718995,7.425606801834841
782,46.95605569976717,7.425631649839082
783,46.95604871233898,7.425656497836842
784,46.95604172490539,7.425681345828159
785,46.956034737466396,7.4257061938129825
786,46.95602775002201,7.425731041791325
787,46.95602076257222,7.425755889763225
788,46.95601377511702,7.425780737728632
789,46.95600678765643,7.425805585687583
790,46.95599980019043,7.425830433640066
791,46.95599281271904,7.425855281586068
792,46.955985825242244,7.425880129525602
793,46.95597883776005,7.425904977458706
794,46.95597185027244,7.4259298253853165
795,46.95596486277945,7.425954673305434
796,46.955957875281044,7.42597952121912
797,46.95595088777725,7.426004369126314
798,46.955943900268046,7.426029217027052
799,46.95593691275345,7.4260540649212965
800,46.95592992523344,7.426078912809098
801,46.95592293770804,7.426103760690419
802,46.955915950177236,7.426128608565272
803,46.95590896264103,7.426153456433644
804,46.955901975099415,7.426178304295574
805,46.95589498755242,7.426203152151009
806,46.95588800000001,7.426227999999989
807,46.95588190913391,7.426249636415184
808,46.95587581826372,7.426271272825475
809,46.95586972738944,7.426292909230836
810,46.95586363651106,7.426314545631317
811,46.9558575456286,7.426336182026854
812,46.95585145474201,7.426357818417487
813,46.95584536385135,7.426379454803228
814,46.955839272956595,7.4264010911840375
815,46.955833182057745,7.426422727559955
816,46.9558270911548,7.426444363930941
817,46.955821000247745,7.426466000297049
818,46.95581490933661,7.426487636658239
819,46.955808818421374,7.42650927301451
820,46.95580272750205,7.426530909365864
821,46.955796636578626,7.426552545712313
822,46.955790545651105,7.426574182053856
823,46.95578445471949,7.42659581839047
824,46.95577836378378,7.426617454722203
825,46.95577227284398,7.426639091049006
826,46.95576618190008,7.426660727370916
827,46.95576009095208,7.42668236368791
828,46.955754,7.426703999999997
829,46.955746616511036,7.42672897703622
830,46.95573923301661,7.426753954065538
831,46.95573184951673,7.426778931087996
832,46.95572446601139,7.426803908103579
833,46.95571708250059,7.426828885112299
834,46.955709698984336,7.426853862114171
835,46.95570231546262,7.426878839109142
836,46.95569493193545,7.426903816097238
837,46.95568754840282,7.426928793078486
838,46.955680164864745,7.426953770052846
839,46.95567278132119,7.426978747020343
840,46.95566539777219,7.427003723980967
841,46.95565801421772,7.427028700934716
842,46.95565063065781,7.427053677881601
843,46.955643247092425,7.427078654821614
844,46.95563586352159,7.427103631754763
845,46.9556284799453,7.427128608681039
846,46.955621096363544,7.427153585600413
847,46.955613712776334,7.427178562512952
848,46.95560632918367,7.427203539418616
849,46.95559894558554,7.427228516317405
850,46.95559156198196,7.427253493209307
851,46.95558417837291,7.427278470094359
852,46.95557679475841,7.427303446972511
853,46.95556941113845,7.427328423843827
854,46.95556202751303,7.427353400708255
855,46.95555464388216,7.427378377565796
856,46.95554726024583,7.427403354416501
857,46.955539876604035,7.427428331260318
858,46.95553249295679,7.427453308097247
859,46.95552510930409,7.42747828492734
860,46.95551772564592,7.427503261750545
861,46.9555103419823,7.427528238566876
862,46.955502958313225,7.427553215376332
863,46.95549557463868,7.427578192178914
864,46.95548819095868,7.427603168974633
865,46.955480807273226,7.4276281457634905
866,46.95547342358231,7.427653122545461
867,46.95546603988595,7.427678099320569
868,46.95545865618411,7.427703076088815
869,46.955451272476836,7.427728052850174
870,46.955443888764094,7.427753029604671
871,46.95543650504589,7.42777800635228
872,46.95542912132223,7.42780298309304
873,46.955421737593106,7.427827959826925
874,46.95541435385854,7.427852936553949
875,46.955406970118496,7.427877913274072
876,46.95539958637301,7.427902889987346
877,46.955392202622065,7.427927866693732
878,46.95538481886565,7.4279528433932445
879,46.955377435103784,7.427977820085907
880,46.955370051336466,7.428002796771682
881,46.955362667563676,7.428027773450608
882,46.95535528378544,7.428052750122647
883,46.95534790000174,7.42807772678781
884,46.955340516212594,7.4281027034461
885,46.95533313241798,7.428127680097552
886,46.95532574861791,7.428152656742104
887,46.95531836481237,7.428177633379782
888,46.955310981001396,7.428202610010598
889,46.955303597184944,7.428227586634539
890,46.95529621336304,7.428252563251605
891,46.95528882953568,7.42827753986181
892,46.95528144570286,7.4283025164651395
893,46.955274061864586,7.428327493061607
894,46.955266678020855,7.428352469651175
895,46.95525929417166,7.428377446233893
896,46.95525191031701,7.428402422809749
897,46.9552445264569,7.428427399378731
898,46.955237142591336,7.428452375940813
899,46.95522975872031,7.428477352496057
900,46.95522237484384,7.428502329044402
901,46.9552149909619,7.428527305585911
902,46.95520760707449,7.428552282120519
903,46.955200223181635,7.428577258648278
904,46.95519283928333,7.42860223516915
905,46.95518545537956,7.428627211683133
906,46.95517807147033,7.428652188190293
907,46.95517068755564,7.428677164690553
908,46.955163303635494,7.428702141183939
909,46.955155919709895,7.42872711767045
910,46.95514853577883,7.4287520941501235
911,46.95514115184232,7.428777070622872
912,46.95513376790034,7.4288020470887846
913,46.95512638395291,7.428827023547835
